,名称,代码
9992,麦迪逊广场花园体育,106.MSGS
9993,卡特,106.CRI
9994,亨利香恩服务,105.HSIC
9995,Lumen Technologies Inc,106.LUMN
9996,fuboTV Inc,106.FUBO
9997,Crinetics Pharmaceuticals Inc,105.CRNX
9998,Galapagos NV ADR,105.GLPG
9999,iShares U.S. Regional Banks ETF,107.IAT
10000,NexPoint Diversified Real Estat,106.NXDT
10001,Sprott Lithium Miners ETF,105.LITP
10002,National Vision Holdings Inc,105.EYE
10003,百时美施贵宝,106.BMY
10004,HNR Acquisition Corp-A,107.HNRA
10005,Saul Centers Inc,106.BFS
10006,野村控股,106.NMR
10007,布罗德里奇金融,106.BR
10008,新西兰ETF-iShares MSCI,105.ENZL
10009,Ferrovial SE,105.FER
10010,R1 RCM Inc,105.RCM
10011,First Northwest Bancorp,105.FNWB
10012,Knightscope Inc-A,105.KSCP
10013,i3 Verticals Inc-A,105.IIIV
10014,二倍做空NASDAQ生物技术ProShares,105.BIS
10015,Zymeworks Inc,105.ZYME
10016,祖睿,106.ZUO
10017,Midland States Bancorp Inc,105.MSBI
10018,普拉格能源,105.PLUG
10019,Paysafe Ltd-A,106.PSFE
10020,TRxADE HEALTH INC,105.MEDS
10021,Old Second Bancorp Inc,105.OSBC
10022,Gossamer Bio Inc,105.GOSS
10023,MFA Financial Inc,106.MFA
10024,Starwood Property Trust Inc,106.STWD
10025,Kidpik Corp,105.PIK
10026,Regency Centers Corp,105.REG
10027,富兰克林柯维,106.FC
10028,百度,105.BIDU
10029,City Office REIT Inc Series A P,106.CIO_A
10030,Anterix Inc,105.ATEX
10031,Invesco KBW Regional Banking ET,105.KBWR
10032,优步,106.UBER
10033,BRC Inc-A,106.BRCC
10034,夏威夷银行,106.BOH
10035,Brookfield Finance Inc Notes,106.BNH
10036,康塞科,106.CNO
10037,Bio-Techne Corp,105.TECH
10038,博克金融,105.BOKF
10039,奥玛特科技,106.ORA
10040,Global Ship Lease Inc Series B ,106.GSL_B
10041,奥本海默控股,106.OPY
10042,Direxion Daily Homebuilders & S,107.NAIL
10043,Sendas Distribuidora SA ADR,106.ASAI
10044,La-Z-Boy Inc,106.LZB
10045,NeuroMetrix Inc,105.NURO
10046,信诺,106.CI
10047,SpartanNash Co,105.SPTN
10048,U.S. GoldMining Inc,105.USGO
10049,HeartCore Enterprises Inc,105.HTCR
10050,Farmland Partners Inc,106.FPI
10051,Auburn National Bancorporation ,105.AUBN
10052,华盛顿信托银行,105.WASH
10053,First Trust Nasdaq Bank ETF,105.FTXO
10054,Minerva Neurosciences Inc,105.NERV
10055,REX American Resources Corp,106.REX
10056,互联电子,105.LINK
10057,Build-A-Bear Workshop Inc,106.BBW
10058,波士顿奥马哈,106.BOC
10059,CCSC Technology International H,105.CCTG
10060,纽约抵押信托,105.NYMT
10061,华钦科技,105.CLPS
10062,约翰逊户外,105.JOUT
10063,百威英博,106.BUD
10064,Beamr Imaging Ltd,105.BMR
10065,BBB Foods Inc-A,106.TBBB
10066,优利系统,106.UIS
10067,AdvanSix Inc,106.ASIX
10068,金克地产,106.KIM
10069,亚朵,105.ATAT
10070,二倍做多沪深300ETF-Direxion,107.CHAU
10071,United-Guardian Inc,105.UG
10072,Berkshire Hills Bancorp Inc,106.BHLB
10073,德美银行,105.GABC
10074,First Guaranty Bancshares Serie,105.FGBIP
10075,Ceridian HCM Holding Inc,106.DAY
10076,西蒙地产,106.SPG
10077,Arcos Dorados Holdings Inc-A,106.ARCO
10078,环汇,106.GPN
10079,云狄斯快餐,105.WEN
10080,美国公共教育,105.APEI
10081,Mission Produce Inc,105.AVO
10082,凯撒娱乐,105.CZR
10083,维珍银河,106.SPCE
10084,Clearmind Medicine Inc,105.CMND
10085,美敦力,106.MDT
10086,旋翼物业,105.GYRO
10087,Brixmor Property Group Inc,106.BRX
10088,N-able Inc,106.NABL
10089,EPR Properties Series C Pfd,106.EPR_C
10090,iShares U.S. Insurance ETF,107.IAK
10091,Heritage Commerce Corp,105.HTBK
10092,Marti Technologies Inc-A,107.MRT
10093,OneWater Marine Inc-A,105.ONEW
10094,保罗迪圣电讯,106.VIV
10095,Bridgeline Digital Inc,105.BLIN
10096,奥莱利,105.ORLY
10097,莫肯特尔银行,105.MBWM
10098,HomeStreet Inc,105.HMST
10099,麦当劳,106.MCD
10100,First Bank,105.FRBA
10101,Quantum-Si Inc-A,105.QSI
10102,Holdco Nuvo Group DG Ltd,105.NUVO
10103,Ermenegildo Zegna NV,106.ZGN
10104,雾麻科技,105.ISPR
10105,Willis Towers Watson PLC,105.WTW
10106,Hycroft Mining Holding Corp-A,105.HYMC
10107,银休特,105.PODD
10108,Essent Group Ltd,106.ESNT
10109,Fulgent Genetics Inc,105.FLGT
10110,国际银行,105.IBOC
10111,Brilliant Earth Group Inc-A,105.BRLT
10112,USCB Financial Holdings Inc-A,105.USCB
10113,万春医药,105.BYSI
10114,Accel Entertainment Inc-A,106.ACEL
10115,Taitron Components Inc-A,105.TAIT
10116,FB Financial Corp,106.FBK
10117,派拉蒙全球-A,105.PARAA
10118,国泰万通金控,105.CATY
10119,Garrett Motion Inc,105.GTX
10120,Biglari Holdings Inc-B,106.BH
10121,Centessa Pharmaceuticals Plc AD,105.CNTA
10122,维罗纳制药,105.VRNA
10123,The Singing Machine Co Inc,105.MICS
10124,宏力型钢,105.HLP
10125,亚太电线电缆,105.APWC
10126,Ally Financial Inc,106.ALLY
10127,Saga Communications Inc-A,105.SGA
10128,保富银行,105.PFBC
10129,克劳福德-B,106.CRD_B
10130,AMERISAFE Inc,105.AMSF
10131,Star Holdings,105.STHO
10132,Red Violet Inc,105.RDVT
10133,The Duckhorn Portfolio Inc,106.NAPA
10134,声网,105.API
10135,希尔托普控股,106.HTH
10136,哥伦比亚银行系统,105.COLB
10137,Solid Power Inc,105.SLDP
10138,Affimed NV,105.AFMD
10139,ICF International Inc,105.ICFI
10140,Reality Shares DIVCON Dividend ,107.DFND
10141,Dave & Buster's Entertainment I,105.PLAY
10142,Full House Resorts Inc,105.FLL
10143,WSFS金融,105.WSFS
10144,ETRACS Monthly Pay 1.5X Leverag,107.MVRL
10145,Yotta Acquisition Corp,105.YOTA
10146,第一联合,106.UNF
10147,NET Power Inc Wt,106.NPWR_WS
10148,Rigetti Computing Inc,105.RGTI
10149,Mars Acquisition Corp Unit Cons,105.MARXU
10150,波士顿地产,106.BXP
10151,萨万通金控,105.ESSA
10152,GraniteShares 1.25x Long TSLA D,105.TSL
10153,Jackson Financial Inc-A,106.JXN
10154,VOC Energy Trust,106.VOC
10155,Service Properties Trust,105.SVC
10156,Momentus Inc-A,105.MNTS
10157,Western New England Bancorp Inc,105.WNEB
10158,NSTS Bancorp Inc,105.NSTS
10159,辛辛那提金融,105.CINF
10160,布鲁克赖恩银行,105.BRKL
10161,盖普,106.GPS
10162,Silvercrest Asset Management Gr,105.SAMG
10163,AN2 Therapeutics Inc,105.ANTX
10164,Tradeweb Markets Inc-A,105.TW
10165,Urban Edge Properties,106.UE
10166,Viant Technology Inc-A,105.DSP
10167,Fox Factory Holding Corp,105.FOXF
10168,Dine Brands Global Inc,106.DIN
10169,中央太平洋银行,106.CPF
10170,bioAffinity Technologies Inc,105.BIAF
10171,Sotera Health Co,105.SHC
10172,Sleep Number Corp,105.SNBR
10173,二倍做空白银ETF-ProShares,107.ZSL
10174,研控科技,105.RCON
10175,Marqeta Inc-A,105.MQ
10176,Zillow Group Inc-A,105.ZG
10177,Editas Medicine Inc,105.EDIT
10178,摩凡陀,106.MOV
10179,Service Corp International,106.SCI
10180,BancFirst银行,105.BANF
10181,Natural Grocers by Vitamin Cott,106.NGVC
10182,HNI Corp,106.HNI
10183,徕博科,106.LH
10184,Joby Aviation Inc,106.JOBY
10185,CFSB Bancorp Inc,105.CFSB
10186,Simulations Plus Inc,105.SLP
10187,大都会人寿,106.MET
10188,Blackstone Mortgage Trust Inc,106.BXMT
10189,Atomera Inc,105.ATOM
10190,IZEA Worldwide Inc,105.IZEA
10191,Canoo Inc,105.GOEV
10192,Allarity Therapeutics Inc,105.ALLR
10193,Inuvo Inc,107.INUV
10194,NioCorp Developments Ltd,105.NB
10195,Citizens Financial Group Inc,106.CFG
10196,喀里多尼亚矿业(US),107.CMCL
10197,Ameris Bancorp,105.ABCB
10198,TPG房地产金融信托,106.TRTX
10199,Montana Technologies Corp-A,105.AIRJ
10200,Phillips 66,106.PSX
10201,乐信,105.LX
10202,安德玛-C,106.UA
10203,Emerson Radio Corp,107.MSN
10204,合成生物,105.SYBX
10205,Ribbon Communications Inc,105.RBBN
10206,Guaranty Bancshares Inc,106.GNTY
10207,Origin Materials Inc,105.ORGN
10208,Cyclerion Therapeutics Inc,105.CYCN
10209,Corebridge Financial Inc,106.CRBG
10210,艾斯奎尔金融控股,105.ESQ
10211,Key Tronic Corp,105.KTCC
10212,Prosperity Bancshares Inc,106.PB
10213,Galmed Pharmaceuticals Ltd,105.GLMD
10214,Hope Bancorp Inc,105.HOPE
10215,依生生物,105.YS
10216,Brighthouse Financial Inc,105.BHF
10217,PubMatic Inc-A,105.PUBM
10218,Senti Biosciences Inc-A,105.SNTI
10219,精确射线,105.ARAY
10220,Northwest Bancshares Inc,105.NWBI
10221,Telephone and Data Systems Inc ,106.TDS_V
10222,Texas Capital Bancshares Inc,105.TCBI
10223,Olo Inc-A,106.OLO
10224,Unity Software Inc,106.U
10225,艾奥特通讯,105.ALLT
10226,Denali Therapeutics Inc,105.DNLI
10227,John Marshall Bancorp Inc,105.JMSB
10228,家得宝,106.HD
10229,Canoo Inc Wt,105.GOEVW
10230,Edgewell Personal Care Co,106.EPC
10231,吉劳埃地产,106.KRC
10232,Flexible Solutions Internationa,107.FSI
10233,Consumer Portfolio Services Inc,105.CPSS
10234,Custom Truck One Source Inc,106.CTOS
10235,长岛第一国民银行,105.FLIC
10236,信安金融,105.PFG
10237,普尔斯玛特,105.PSMT
10238,旅行者保险,106.TRV
10239,菲律宾长途电话,106.PHI
10240,KLX Energy Services Holdings In,105.KLXE
10241,科蒂,106.COTY
10242,波士顿啤酒,106.SAM
10243,DXC Technology Co,106.DXC
10244,iShares MSCI Indonesia ETF,107.EIDO
10245,Achilles Therapeutics plc ADR,105.ACHL
10246,Lytus Technologies Holdings PTV,105.LYT
10247,标记临床研究,105.XOMA
10248,易诺华国际,106.ENVA
10249,Thryv Holdings Inc,105.THRY
10250,Carriage Services Inc,106.CSV
10251,Twilio Inc-A,106.TWLO
10252,Turning Point Brands Inc,106.TPB
10253,Kartoon Studios Inc,107.TOON
10254,Spero Therapeutics Inc,105.SPRO
10255,Coherus BioSciences Inc,105.CHRS
10256,Elicio Therapeutics Inc,105.ELTX
10257,Stratasys Ltd,105.SSYS
10258,SmartRent Inc-A,106.SMRT
10259,BridgeBio Pharma Inc,105.BBIO
10260,Cadence Bank,106.CADE
10261,Streamline Health Solutions Inc,105.STRM
10262,格拉德斯通商业,105.GOOD
10263,NextTrip Inc,105.NTRP
10264,星座品牌-A,106.STZ
10265,阿卡迪亚不动产信托,106.AKR
10266,biote Corp-A,105.BTMD
10267,CNA金融,106.CNA
10268,箭牌金融,105.AROW
10269,Companhia Paranaense de Energia,106.ELPC
10270,保德信金融,106.PRU
10271,NatWest Group plc ADR,106.NWG
10272,EPR不动产,106.EPR
10273,Atlanticus Holdings Corp Series,105.ATLCP
10274,Associated Banc-Corp,106.ASB
10275,恩斯塔,105.ESGR
10276,ACM Research Inc-A,105.ACMR
10277,BJ’s Restaurants Inc,105.BJRI
10278,NFT Ltd-A,107.MI
10279,二倍做空金矿指数ETF-Direxion,107.DUST
10280,Direxion Daily S&P 500 High Bet,107.HIBS
10281,Heritage Financial Corp,105.HFWA
10282,Interactive Strength Inc,105.TRNR
10283,Immatics NV Wt,105.IMTXW
10284,安信龙保险,106.AIZ
10285,Aerovate Therapeutics Inc,105.AVTE
10286,Amcor plc,106.AMCR
10287,Direxion Daily Transportation B,107.TPOR
10288,城市控股,105.CHCO
10289,First Financial Northwest Inc,105.FFNW
10290,Cartesian Growth Corp II Wt,105.RENEW
10291,Markforged Holding Corp,106.MKFG
10292,韦斯银行,105.WSBC
10293,智富,105.MEGL
10294,JBG史密斯地产,106.JBGS
10295,Sensei Biotherapeutics Inc,105.SNSE
10296,AXIL Brands Inc,107.AXIL
10297,Agape ATP Corp,105.ATPC
10298,晶科能源,106.JKS
10299,LB福斯特,105.FSTR
10300,Peoples Bancorp Inc,105.PEBO
10301,Klaviyo Inc-A,106.KVYO
10302,Repare Therapeutics Inc,105.RPTX
10303,BrightSphere Investment Group I,106.BSIG
10304,MicroSectors Travel -3X Inverse,107.FLYD
10305,OKYO Pharma Ltd,105.OKYO
10306,Amalgamated Financial Corp,105.AMAL
10307,Symbotic Inc-A,105.SYM
10308,Natural Gas Services Group Inc,106.NGS
10309,G-III Apparel Group Ltd,105.GIII
10310,阿尔法和欧米伽半导体,105.AOSL
10311,天成金汇,105.TCJH
10312,Live Oak Bancshares Inc,106.LOB
10313,Aris Water Solutions Inc-A,106.ARIS
10314,仲量联行,106.JLL
10315,ConnectOne Bancorp Inc,105.CNOB
10316,OceanFirst Financial Corp,105.OCFC
10317,Empire State Realty Trust Inc-A,106.ESRT
10318,ATI Physical Therapy Inc-A,106.ATIP
10319,万全保险,106.UVE
10320,马拉松原油,106.MPC
10321,MBIA Inc,106.MBI
10322,Empire State Realty Op LP Serie,107.ESBA
10323,三倍做多房地产ETF-Direxion,107.DRN
10324,Alterity Therapeutics Ltd ADR,105.ATHE
10325,安美瑞普,106.AXR
10326,梅西百货,106.M
10327,PNC金融服务集团,106.PNC
10328,HF Sinclair Corp,106.DINO
10329,KraneShares Hang Seng TECH Inde,107.KTEC
10330,Electrovaya Inc,105.ELVA
10331,STRATA Skin Sciences Inc,105.SSKN
10332,Array Technologies Inc,105.ARRY
10333,Navient Corp,105.NAVI
10334,West Bancorporation Inc,105.WTBA
10335,Republic Bancorp Inc-A,105.RBCAA
10336,马库斯,106.MCS
10337,Tilray Brands Inc,105.TLRY
10338,Employers Holdings Inc,106.EIG
10339,Conduit Pharmaceuticals Inc,105.CDT
10340,华迪国际,105.HUDI
10341,Ads-Tec Energy PLC,105.ADSE
10342,第一金融银行,105.FFBC
10343,Enterprise Financial Services C,105.EFSC
10344,1st Source Corp,105.SRCE
10345,英特格拉生命科学,105.IART
10346,Maxeon Solar Technologies Ltd,105.MAXN
10347,高途,106.GOTU
10348,Carter Bankshares Inc,105.CARE
10349,联合火险,105.UFCS
10350,Nelnet Inc-A,106.NNI
10351,Theravance Biopharma Inc,105.TBPH
10352,Polar Power Inc,105.POLA
10353,Lionsgate Studios Corp,105.LION
10354,ACELYRIN INC,105.SLRN
10355,ProShares UltraShort Technology,107.REW
10356,MEDIROM Healthcare Technologies,105.MRM
10357,ChoiceOne Financial Services In,105.COFS
10358,InvenTrust Properties Corp,106.IVT
10359,马塞里奇房产,106.MAC
10360,JanOne Inc,105.JAN
10361,Business First Bancshares Inc,105.BFST
10362,Aeries Technology Inc-A,105.AERT
10363,洛斯保险,106.L
10364,达达,105.DADA
10365,SecureWorks Corp-A,105.SCWX
10366,五三银行,105.FITB
10367,Holley Inc,106.HLLY
10368,WEX Inc,106.WEX
10369,Southside Bancshares Inc,105.SBSI
10370,希悦尔,106.SEE
10371,兼职精灵,105.PIXY
10372,马修国际,105.MATW
10373,Direxion Daily Consumer Discret,107.WANT
10374,Enterprise Bancorp Inc,105.EBTC
10375,Conduent Inc,105.CNDT
10376,Rivian Automotive Inc-A,105.RIVN
10377,帕特森,105.PDCO
10378,多尼戈尔股份-A,105.DGICA
10379,Ikena Oncology Inc,105.IKNA
10380,PSQ Holdings Inc-A,106.PSQH
10381,杰龙,105.GERN
10382,方舟生物医药,105.ABIO
10383,第一商业金融服务,105.FBIZ
10384,iShares Lithium Miners and Prod,105.ILIT
10385,三倍做空纳斯达克100ETF,105.SQQQ
10386,第一联邦金融,106.FCF
10387,哈弗蒂家具,106.HVT
10388,Zillow Group Inc-C,105.Z
10389,Spruce Power Holding Corp,106.SPRU
10390,Farmers National Banc Corp,105.FMNB
10391,Direxion Daily CSI China Intern,107.CWEB
10392,正康国际,105.ZKIN
10393,艾勒朗制药,105.ALRN
10394,斗鱼,105.DOYU
10395,Velocity Financial Inc,106.VEL
10396,环球墨非,105.GMM
10397,埃尔比特系统,105.ESLT
10398,Bridge Investment Group Holding,106.BRDG
10399,塔吉特,106.TGT
10400,Hamilton Insurance Group Ltd-B,106.HG
10401,Diversified Energy Co PLC,106.DEC
10402,Imunon Inc,105.IMNN
10403,飞利浦,106.PHG
10404,Metropolitan Bank Holding Corp,106.MCB
10405,艾茨克普,105.EZPW
10406,Village Super Market Inc-A,105.VLGEA
10407,Landsea Homes Corp-A,105.LSEA
10408,FreightCar America Inc,105.RAIL
10409,贝壳,106.BEKE
10410,思科,105.CSCO
10411,AstroNova Inc,105.ALOT
10412,SITE Centers Corp,106.SITC
10413,FinWise Bancorp,105.FINW
10414,Galectin Therapeutics Inc,105.GALT
10415,CBL International Ltd,105.BANL
10416,Appian Corp-A,105.APPN
10417,美国国际集团,106.AIG
10418,Peraso Inc,105.PRSO
10419,Leslie's Inc,105.LESL
10420,iLearningEngines Inc Wt,105.AILEW
10421,东北社区银行,105.NECB
10422,Kornit Digital Ltd,105.KRNT
10423,Grocery Outlet Holding Corp,105.GO
10424,LogicMark Inc,105.LGMK
10425,Tompkins Financial Corp,107.TMP
10426,Vivos Therapeutics Inc,105.VVOS
10427,LENSAR Inc,105.LNSR
10428,J-Long Group Ltd,105.JL
10429,英频杰,105.PI
10430,Dyadic International Inc,105.DYAI
10431,Aurora Innovation Inc-A,105.AUR
10432,Gentherm Inc,105.THRM
10433,五点控股,106.FPH
10434,冠城,106.CCI
10435,第一招商股份,105.FRME
10436,Performant Financial Corp,105.PFMT
10437,邦纳,105.BANR
10438,Catheter Precision Inc,107.VTAK
10439,富途控股,105.FUTU
10440,Enveric Biosciences Inc,105.ENVB
10441,Soligenix Inc,105.SNGX
10442,StoneX Group Inc,105.SNEX
10443,Kemper Corp,106.KMPR
10444,The Arena Group Holdings Inc,107.AREN
10445,Paragon 28 Inc,106.FNA
10446,Byrna Technologies Inc,105.BYRN
10447,iLearningEngines Inc,105.AILE
10448,摩森康胜-B,106.TAP
10449,Customers Bancorp Inc,106.CUBI
10450,格林县万通金控,105.GCBC
10451,Columbia Financial Inc,105.CLBK
10452,World Kinect Corp,106.WKC
10453,Lithium Americas Corp,106.LAC
10454,Gen Digital Inc,105.GEN
10455,Sound Group Inc ADR,105.SOGP
10456,Old Dominion Freight Line Inc,105.ODFL
10457,Redwood Trust Inc,106.RWT
10458,Fathom Holdings Inc,105.FTHM
10459,Kenon Holdings Ltd,106.KEN
10460,Centerspace,106.CSR
10461,消毒循环,105.SRCL
10462,海伦特洛伊家电,105.HELE
10463,快辑半导体,105.QUIK
10464,Ambac Financial Group Inc,106.AMBC
10465,Telomir Pharmaceuticals Inc,105.TELO
10466,Phillips Edison & Co Inc,105.PECO
10467,Cartesian Therapeutics Inc,105.RNAC
10468,硅谷国家银行,105.VLY
10469,Outbrain Inc,105.OB
10470,Retail Opportunity Investments ,105.ROIC
10471,快验保,106.MED
10472,Leap Therapeutics Inc,105.LPTX
10473,KPOP and Korean Entertainment E,107.KPOP
10474,Illumina Inc,105.ILMN
10475,Eastern Bankshares Inc,105.EBC
10476,Workhorse Group Inc,105.WKHS
10477,大众信托合众银行,105.CTBI
10478,Cytek Biosciences Inc,105.CTKB
10479,Nano Nuclear Energy Inc,105.NNE
10480,LG Display Co Ltd ADR,106.LPL
10481,Neuraxis Inc,107.NRXS
10482,Cushman & Wakefield plc,106.CWK
10483,Home BancShares Inc,106.HOMB
10484,BlackSky Technology Inc Wt,106.BKSY_WS
10485,Oscar Health Inc-A,106.OSCR
10486,PROG Holdings Inc,106.PRG
10487,Toro Corp,105.TORO
10488,Armada Hoffler Properties Inc,106.AHH
10489,BayCom Corp,105.BCML
10490,学贷美,105.SLM
10491,NexGel Inc,105.NXGL
10492,Cannae Holdings Inc,106.CNNE
10493,Zentalis Pharmaceuticals Inc,105.ZNTL
10494,Fortrea Holdings Inc,105.FTRE
10495,瑞安航空(US ADR),105.RYAAY
10496,NeuroPace Inc,105.NPCE
10497,Laird Superfood Inc,107.LSF
10498,Snow Lake Resources Ltd,105.LITM
10499,Guardant Health Inc,105.GH
10500,Inventiva SA ADR,105.IVA
10501,Armlogi Holding Corp,105.BTOC
10502,二倍做多FTSE中国50ETF-ProShares,107.XPP
10503,海德思哲,105.HSII
10504,Origin Bancorp Inc,106.OBK
10505,Aura Biosciences Inc,105.AURA
10506,MicroSectors Energy 3X Leverage,107.WTIU
10507,iRhythm Technologies Inc,105.IRTC
10508,La Rosa Holdings Corp,105.LRHC
10509,Seneca Foods Corp-A,105.SENEA
10510,乌龙制药,105.URGN
10511,Bioventus Inc-A,105.BVS
10512,Truist Financial Corp,106.TFC
10513,lululemon athletica inc,105.LULU
10514,El Pollo Loco Holdings Inc,105.LOCO
10515,MetroCity Bankshares Inc,105.MCBS
10516,Affirm Holdings Inc-A,105.AFRM
10517,CollPlant Biotechnologies Ltd,105.CLGN
10518,Dermata Therapeutics Inc Wt,105.DRMAW
10519,IMAC Holdings Inc,105.BACK
10520,First Hawaiian Inc,105.FHB
10521,MorphoSys AG ADR,105.MOR
10522,Getty Images Holdings Inc-A,106.GETY
10523,CISO Global Inc,105.CISO
10524,GCM Grosvenor Inc Wt,105.GCMGW
10525,Clarivate Plc Series A Pfd,106.CLVT_A
10526,Sportsman’s Warehouse Holdings,105.SPWH
10527,First Busey Corp,105.BUSE
10528,脂鲤技术,106.TTI
10529,多尼斯,105.DOGZ
10530,思享无限,105.SJ
10531,MicroSectors FANG Index -3X Inv,107.FNGD
10532,DigitalBridge Group Inc-A,106.DBRG
10533,WalkMe Ltd,105.WKME
10534,橡木谷银行,105.OVLY
10535,CalAmp Corp,105.CAMP
10536,enGene Holdings Inc-A,105.ENGN
10537,BioCryst Pharmaceuticals Inc,105.BCRX
10538,Farmer Bros Co,105.FARM
10539,第一金融,105.PFC
10540,NextCure Inc,105.NXTC
10541,Team Inc,106.TISI
10542,好未来,106.TAL
10543,二倍做空小金矿指数ETF-Direxion,107.JDST
10544,NETGEAR Inc,105.NTGR
10545,环球技术学院,106.UTI
10546,Enovis Corp,106.ENOV
10547,MacroGenics Inc,105.MGNX
10548,BankUnited Inc,106.BKU
10549,Nurix Therapeutics Inc,105.NRIX
10550,亚历山大&鲍德温,106.ALEX
10551,巴西电力-优先股,106.EBR_B
10552,Option Care Health Inc,105.OPCH
10553,VTEX-A,106.VTEX
10554,AMMO Inc,105.POWW
10555,AdvisorShares Pure Cannabis ETF,107.YOLO
10556,Sharecare Inc,105.SHCR
10557,QCR Holdings Inc,105.QCRH
10558,Cable One Inc,106.CABO
10559,二倍做多金融ETF-ProShares,107.UYG
10560,SNDL Inc,105.SNDL
10561,索尼克汽车,106.SAH
10562,毫微,105.NA
10563,Cricut Inc-A,105.CRCT
10564,Archer Aviation Inc Wt,106.ACHR_WS
10565,雾芯科技,106.RLX
10566,Performance Food Group Co,106.PFGC
10567,Spyre Therapeutics Inc,105.SYRE
10568,Equity Bancshares Inc-A,106.EQBK
10569,IDEXX实验室,105.IDXX
10570,INNO HOLDINGS INC,105.INHD
10571,Third Coast Bancshares Inc,105.TCBX
10572,凯利服务-A,105.KELYA
10573,Direxion Daily NVDA Bear 1X Sha,105.NVDD
10574,Phreesia Inc,106.PHR
10575,NextNav Inc,105.NN
10576,格林酒店,106.GHG
10577,卡姆登国家银行,105.CAC
10578,VirTra Inc,105.VTSI
10579,Splash Beverage Group Inc,107.SBEV
10580,富尔顿金融,105.FULT
10581,英国保诚,106.PUK
10582,Cardiff Oncology Inc,105.CRDF
10583,Park National Corp,107.PRK
10584,Innovid Corp,106.CTV
10585,赫兹租车(权证),105.HTZWW
10586,The TJX Companies Inc,106.TJX
10587,FRP Holdings Inc,105.FRPH
10588,Myers Industries Inc,106.MYE
10589,Eagle Bancorp Montana Inc,105.EBMT
10590,American Rebel Holdings Inc Wt,105.AREBW
10591,MGIC Investment Corp,106.MTG
10592,Energy Services of America Corp,105.ESOA
10593,Ashford Hospitality Trust Inc S,106.AHT_H
10594,NMI Holdings Inc-A,105.NMIH
10595,联信银行,106.CMA
10596,HUB Cyber Security Ltd Wt,105.HUBCW
10597,夏威夷电力,106.HE
10598,NioCorp Developments Ltd Wt,105.NIOBW
10599,Aligos Therapeutics Inc,105.ALGS
10600,Stryve Foods Inc-A,105.SNAX
10601,马库斯米利查普,106.MMI
10602,Veracyte Inc,105.VCYT
10603,Bitcoin Depot Inc Wt,105.BTMWW
10604,达科电子,105.DAKT
10605,Stran & Co Inc,105.SWAG
10606,Aptose Biosciences Inc,105.APTO
10607,Stock Yards Bancorp Inc,105.SYBT
10608,Genworth金融,106.GNW
10609,恋上餐厅,105.GTIM
10610,Advance Auto Parts Inc,106.AAP
10611,Kazia Therapeutics Ltd ADR,105.KZIA
10612,Lyell Immunopharma Inc,105.LYEL
10613,诺基亚,106.NOK
10614,Moleculin Biotech Inc,105.MBRX
10615,Braemar Hotels & Resorts Inc Se,106.BHR_B
10616,Lemonade Inc,106.LMND
10617,1-800-FLOWERS.COM Inc-A,105.FLWS
10618,Energous Corp,105.WATT
10619,Cocrystal Pharma Inc,105.COCP
